Mode,Tier,Map,Hero,Role,Win Rate (%),Pick Rate (%)
Competitive,Bronze,samoa,Bastion,DAMAGE,47.7,14.4
Competitive,Bronze,samoa,Brigitte,SUPPORT,54.6,3.5
Competitive,Bronze,samoa,Cassidy,DAMAGE,48.1,16.4
Competitive,Bronze,samoa,D.Va,TANK,45.7,9.5
Competitive,Bronze,samoa,Domina,TANK,54.5,9.2
Competitive,Bronze,samoa,Doomfist,TANK,43.0,4.0
Competitive,Bronze,samoa,Echo,DAMAGE,49.2,4.8
Competitive,Bronze,samoa,Emre,DAMAGE,54.1,18.2
Competitive,Bronze,samoa,Freja,DAMAGE,48.9,4.1
Competitive,Bronze,samoa,Genji,DAMAGE,48.2,7.3
Competitive,Bronze,samoa,Hanzo,DAMAGE,56.5,4.5
Competitive,Bronze,samoa,Hazard,TANK,45.6,2.8
Competitive,Bronze,samoa,Illari,SUPPORT,57.9,9.6
Competitive,Bronze,samoa,Jetpack Cat,SUPPORT,44.0,2.4
Competitive,Bronze,samoa,Junker Queen,TANK,55.4,2.7
Competitive,Bronze,samoa,Junkrat,DAMAGE,50.1,8.0
Competitive,Bronze,samoa,Juno,SUPPORT,50.9,22.2
Competitive,Bronze,samoa,Kiriko,SUPPORT,46.1,42.3
Competitive,Bronze,samoa,Lifeweaver,SUPPORT,50.8,3.9
Competitive,Bronze,samoa,Lúcio,SUPPORT,54.1,6.0
Competitive,Bronze,samoa,Mauga,TANK,43.3,5.4
Competitive,Bronze,samoa,Mei,DAMAGE,51.5,7.9
Competitive,Bronze,samoa,Mercy,SUPPORT,41.0,8.4
Competitive,Bronze,samoa,Mizuki,SUPPORT,56.4,20.6
Competitive,Bronze,samoa,Moira,SUPPORT,50.0,29.9
Competitive,Bronze,samoa,Orisa,TANK,47.8,15.2
Competitive,Bronze,samoa,Pharah,DAMAGE,48.6,5.9
Competitive,Bronze,samoa,Ramattra,TANK,52.0,9.1
Competitive,Bronze,samoa,Reaper,DAMAGE,56.9,15.9
Competitive,Bronze,samoa,Reinhardt,TANK,53.7,7.6
Competitive,Bronze,samoa,Roadhog,TANK,50.6,6.4
Competitive,Bronze,samoa,Sigma,TANK,51.0,13.7
Competitive,Bronze,samoa,Sojourn,DAMAGE,46.7,21.5
Competitive,Bronze,samoa,Soldier: 76,DAMAGE,47.9,21.1
Competitive,Bronze,samoa,Sombra,DAMAGE,52.2,3.1
Competitive,Bronze,samoa,Symmetra,DAMAGE,54.3,4.0
Competitive,Bronze,samoa,Torbjörn,DAMAGE,49.3,4.3
Competitive,Bronze,samoa,Tracer,DAMAGE,46.2,7.1
Competitive,Bronze,samoa,Vendetta,DAMAGE,58.2,2.8
Competitive,Bronze,samoa,Venture,DAMAGE,51.3,3.4
Competitive,Bronze,samoa,Widowmaker,DAMAGE,43.9,2.0
Competitive,Bronze,samoa,Winston,TANK,52.4,6.2
Competitive,Bronze,samoa,Wrecking Ball,TANK,52.0,2.0
Competitive,Bronze,samoa,Wuyang,SUPPORT,51.6,13.9
Competitive,Bronze,samoa,Zarya,TANK,53.1,6.4
Competitive,Bronze,samoa,Zenyatta,SUPPORT,47.6,9.5
Competitive,Bronze,busan,Ana,SUPPORT,43.3,23.1
Competitive,Bronze,busan,Anran,DAMAGE,50.9,10.7
Competitive,Bronze,busan,Ashe,DAMAGE,54.4,11.4
Competitive,Bronze,busan,Baptiste,SUPPORT,47.5,5.6
Competitive,Bronze,busan,Bastion,DAMAGE,50.1,14.1
Competitive,Bronze,busan,Brigitte,SUPPORT,50.7,2.7
Competitive,Bronze,busan,Cassidy,DAMAGE,46.9,16.6
Competitive,Bronze,busan,D.Va,TANK,46.9,11.4
Competitive,Bronze,busan,Domina,TANK,51.0,8.9
Competitive,Bronze,busan,Doomfist,TANK,48.7,3.8
Competitive,Bronze,busan,Echo,DAMAGE,48.0,5.2
Competitive,Bronze,busan,Emre,DAMAGE,52.7,18.9
Competitive,Bronze,busan,Freja,DAMAGE,43.5,4.0
Competitive,Bronze,busan,Genji,DAMAGE,49.6,8.4
Competitive,Bronze,busan,Hanzo,DAMAGE,49.1,5.2
Competitive,Bronze,busan,Hazard,TANK,53.0,2.6
Competitive,Bronze,busan,Illari,SUPPORT,57.6,9.3
Competitive,Bronze,busan,Jetpack Cat,SUPPORT,54.1,3.4
Competitive,Bronze,busan,Junker Queen,TANK,56.7,2.0
Competitive,Bronze,busan,Junkrat,DAMAGE,44.8,8.7
Competitive,Bronze,busan,Juno,SUPPORT,48.2,21.8
Competitive,Bronze,busan,Kiriko,SUPPORT,45.8,39.7
Competitive,Bronze,busan,Lifeweaver,SUPPORT,41.7,3.6
Competitive,Bronze,busan,Lúcio,SUPPORT,50.5,7.6
Competitive,Bronze,busan,Mauga,TANK,47.6,5.8
Competitive,Bronze,busan,Mei,DAMAGE,51.1,7.3
Competitive,Bronze,busan,Mercy,SUPPORT,50.1,11.0
Competitive,Bronze,busan,Mizuki,SUPPORT,53.9,19.2
Competitive,Bronze,busan,Moira,SUPPORT,52.5,28.2
Competitive,Bronze,busan,Orisa,TANK,47.2,13.3
Competitive,Bronze,busan,Pharah,DAMAGE,50.6,6.1
Competitive,Bronze,busan,Ramattra,TANK,54.4,9.4
Competitive,Bronze,busan,Reaper,DAMAGE,52.7,14.2
Competitive,Bronze,busan,Reinhardt,TANK,53.8,8.2
Competitive,Bronze,busan,Roadhog,TANK,48.4,6.1
Competitive,Bronze,busan,Sigma,TANK,51.1,13.0
Competitive,Bronze,busan,Sojourn,DAMAGE,42.9,18.6
Competitive,Bronze,busan,Soldier: 76,DAMAGE,55.6,22.6
Competitive,Bronze,busan,Sombra,DAMAGE,44.6,3.7
Competitive,Bronze,busan,Symmetra,DAMAGE,53.8,3.2
Competitive,Bronze,busan,Torbjörn,DAMAGE,51.6,3.8
Competitive,Bronze,busan,Tracer,DAMAGE,46.7,7.0
Competitive,Bronze,busan,Vendetta,DAMAGE,49.3,4.2
Competitive,Bronze,busan,Venture,DAMAGE,56.7,3.2
Competitive,Bronze,busan,Widowmaker,DAMAGE,50.9,3.2
Competitive,Bronze,busan,Winston,TANK,51.1,7.1
Competitive,Bronze,busan,Wrecking Ball,TANK,42.0,2.8
Competitive,Bronze,busan,Wuyang,SUPPORT,53.5,14.9
Competitive,Bronze,busan,Zarya,TANK,50.1,5.7
Competitive,Bronze,busan,Zenyatta,SUPPORT,54.1,9.8
Competitive,Bronze,route-66,Ana,SUPPORT,48.4,26.1
Competitive,Bronze,route-66,Anran,DAMAGE,54.3,9.9
Competitive,Bronze,route-66,Ashe,DAMAGE,51.2,14.1
Competitive,Bronze,route-66,Baptiste,SUPPORT,40.7,6.4
Competitive,Bronze,route-66,Bastion,DAMAGE,47.3,17.4
Competitive,Bronze,route-66,Brigitte,SUPPORT,48.0,1.9
Competitive,Bronze,route-66,Cassidy,DAMAGE,51.0,13.8
Competitive,Bronze,route-66,D.Va,TANK,48.5,11.3
Competitive,Bronze,route-66,Domina,TANK,48.7,7.9
Competitive,Bronze,route-66,Doomfist,TANK,52.7,3.3
Competitive,Bronze,route-66,Echo,DAMAGE,49.0,5.5
Competitive,Bronze,route-66,Emre,DAMAGE,45.6,18.3
Competitive,Bronze,route-66,Freja,DAMAGE,54.1,4.4
Competitive,Bronze,route-66,Genji,DAMAGE,50.4,7.8
Competitive,Bronze,route-66,Hanzo,DAMAGE,47.1,5.5
Competitive,Bronze,route-66,Hazard,TANK,55.7,2.1
Competitive,Bronze,route-66,Illari,SUPPORT,54.0,14.2
Competitive,Bronze,route-66,Jetpack Cat,SUPPORT,58.8,3.2
Competitive,Bronze,route-66,Junker Queen,TANK,49.3,2.0
Competitive,Bronze,route-66,Junkrat,DAMAGE,48.3,9.8
Competitive,Bronze,route-66,Juno,SUPPORT,50.8,19.6
Competitive,Bronze,route-66,Kiriko,SUPPORT,48.8,39.7
Competitive,Bronze,route-66,Lifeweaver,SUPPORT,43.2,4.0
Competitive,Bronze,route-66,Lúcio,SUPPORT,48.2,6.7
Competitive,Bronze,route-66,Mauga,TANK,47.9,4.6
Competitive,Bronze,route-66,Mei,DAMAGE,59.9,7.1
Competitive,Bronze,route-66,Mercy,SUPPORT,45.1,10.5
Competitive,Bronze,route-66,Mizuki,SUPPORT,54.6,17.6
Competitive,Bronze,route-66,Moira,SUPPORT,47.9,25.1
Competitive,Bronze,route-66,Orisa,TANK,47.6,15.0
Competitive,Bronze,route-66,Pharah,DAMAGE,54.1,8.1
Competitive,Bronze,route-66,Ramattra,TANK,45.6,8.9
Competitive,Bronze,route-66,Reaper,DAMAGE,51.7,12.8
Competitive,Bronze,route-66,Reinhardt,TANK,47.6,7.6
Competitive,Bronze,route-66,Roadhog,TANK,50.4,5.5
Competitive,Bronze,route-66,Sigma,TANK,53.5,17.6
Competitive,Bronze,route-66,Sojourn,DAMAGE,43.8,19.6
Competitive,Bronze,route-66,Soldier: 76,DAMAGE,49.8,21.0
Competitive,Bronze,route-66,Sombra,DAMAGE,50.9,2.3
Competitive,Bronze,route-66,Symmetra,DAMAGE,53.5,2.9
Competitive,Bronze,route-66,Torbjörn,DAMAGE,50.1,5.1
Competitive,Bronze,route-66,Tracer,DAMAGE,47.3,4.3
Competitive,Bronze,route-66,Vendetta,DAMAGE,54.0,3.0
Competitive,Bronze,route-66,Venture,DAMAGE,60.5,3.0
Competitive,Bronze,route-66,Widowmaker,DAMAGE,45.3,4.1
Competitive,Bronze,route-66,Winston,TANK,53.9,6.4
Competitive,Bronze,route-66,Wrecking Ball,TANK,48.7,2.1
Competitive,Bronze,route-66,Wuyang,SUPPORT,51.0,13.4
Competitive,Bronze,route-66,Zarya,TANK,53.4,5.7
Competitive,Bronze,route-66,Zenyatta,SUPPORT,55.8,11.7
Competitive,Bronze,havana,Ana,SUPPORT,49.1,29.1
Competitive,Bronze,havana,Anran,DAMAGE,50.8,10.1
Competitive,Bronze,havana,Ashe,DAMAGE,49.9,15.7
Competitive,Bronze,havana,Baptiste,SUPPORT,45.4,5.8
Competitive,Bronze,havana,Bastion,DAMAGE,50.1,17.1
Competitive,Bronze,havana,Brigitte,SUPPORT,48.2,1.6
Competitive,Bronze,havana,Cassidy,DAMAGE,52.4,11.9
Competitive,Bronze,havana,D.Va,TANK,52.0,10.3
Competitive,Bronze,havana,Domina,TANK,53.8,10.0
Competitive,Bronze,havana,Doomfist,TANK,41.0,3.0
Competitive,Bronze,havana,Echo,DAMAGE,43.7,3.8
Competitive,Bronze,havana,Emre,DAMAGE,51.8,18.8
Competitive,Bronze,havana,Freja,DAMAGE,50.4,4.4
Competitive,Bronze,havana,Genji,DAMAGE,53.3,7.3
Competitive,Bronze,havana,Hanzo,DAMAGE,52.8,6.5
Competitive,Bronze,havana,Hazard,TANK,48.7,1.9
Competitive,Bronze,havana,Illari,SUPPORT,52.1,14.1
Competitive,Bronze,havana,Jetpack Cat,SUPPORT,55.3,2.9
Competitive,Bronze,havana,Junker Queen,TANK,56.4,1.8
Competitive,Bronze,havana,Junkrat,DAMAGE,42.7,9.2
Competitive,Bronze,havana,Juno,SUPPORT,48.4,20.5
Competitive,Bronze,havana,Kiriko,SUPPORT,52.3,39.4
Competitive,Bronze,havana,Lifeweaver,SUPPORT,44.2,3.0
Competitive,Bronze,havana,Lúcio,SUPPORT,50.8,5.2
Competitive,Bronze,havana,Mauga,TANK,47.1,4.5
Competitive,Bronze,havana,Mei,DAMAGE,49.1,7.0
Competitive,Bronze,havana,Mercy,SUPPORT,44.0,11.4
Competitive,Bronze,havana,Mizuki,SUPPORT,52.8,16.3
Competitive,Bronze,havana,Moira,SUPPORT,46.5,24.2
Competitive,Bronze,havana,Orisa,TANK,50.8,14.8
Competitive,Bronze,havana,Pharah,DAMAGE,50.3,6.1
Competitive,Bronze,havana,Ramattra,TANK,47.1,8.8
Competitive,Bronze,havana,Reaper,DAMAGE,51.6,12.5
Competitive,Bronze,havana,Reinhardt,TANK,44.6,7.5
Competitive,Bronze,havana,Roadhog,TANK,43.0,5.0
Competitive,Bronze,havana,Sigma,TANK,56.0,18.4
Competitive,Bronze,havana,Sojourn,DAMAGE,43.8,19.4
Competitive,Bronze,havana,Soldier: 76,DAMAGE,50.1,20.2
Competitive,Bronze,havana,Sombra,DAMAGE,50.7,2.7
Competitive,Bronze,havana,Symmetra,DAMAGE,51.4,3.1
Competitive,Bronze,havana,Torbjörn,DAMAGE,52.7,5.8
Competitive,Bronze,havana,Tracer,DAMAGE,48.1,4.7
Competitive,Bronze,havana,Vendetta,DAMAGE,57.5,2.9
Competitive,Bronze,havana,Venture,DAMAGE,55.9,2.4
Competitive,Bronze,havana,Widowmaker,DAMAGE,51.1,8.5
Competitive,Bronze,havana,Winston,TANK,43.7,6.2
Competitive,Bronze,havana,Wrecking Ball,TANK,51.9,2.2
Competitive,Bronze,havana,Wuyang,SUPPORT,52.9,14.3
Competitive,Bronze,havana,Zarya,TANK,51.2,5.5
Competitive,Bronze,havana,Zenyatta,SUPPORT,52.8,12.2
Competitive,Bronze,junkertown,Ana,SUPPORT,52.0,27.3
Competitive,Bronze,junkertown,Anran,DAMAGE,54.5,10.4
Competitive,Bronze,junkertown,Ashe,DAMAGE,51.3,14.4
Competitive,Bronze,junkertown,Baptiste,SUPPORT,52.2,6.2
Competitive,Bronze,junkertown,Bastion,DAMAGE,51.3,18.0
Competitive,Bronze,junkertown,Brigitte,SUPPORT,55.2,2.1
Competitive,Bronze,junkertown,Cassidy,DAMAGE,50.9,14.0
Competitive,Bronze,junkertown,D.Va,TANK,52.5,10.6
Competitive,Bronze,junkertown,Domina,TANK,49.3,8.1
Competitive,Bronze,junkertown,Doomfist,TANK,47.7,3.6
Competitive,Bronze,junkertown,Echo,DAMAGE,58.4,4.7
Competitive,Bronze,junkertown,Emre,DAMAGE,47.4,18.8
Competitive,Bronze,junkertown,Freja,DAMAGE,48.7,4.5
Competitive,Bronze,junkertown,Genji,DAMAGE,46.6,7.3
Competitive,Bronze,junkertown,Hanzo,DAMAGE,51.9,6.5
Competitive,Bronze,junkertown,Hazard,TANK,61.9,2.1
Competitive,Bronze,junkertown,Illari,SUPPORT,48.5,12.6
Competitive,Bronze,junkertown,Jetpack Cat,SUPPORT,46.8,3.3
Competitive,Bronze,junkertown,Junker Queen,TANK,53.7,1.9
Competitive,Bronze,junkertown,Junkrat,DAMAGE,49.3,9.3
Competitive,Bronze,junkertown,Juno,SUPPORT,48.6,20.9
Competitive,Bronze,junkertown,Kiriko,SUPPORT,50.0,41.0
Competitive,Bronze,junkertown,Lifeweaver,SUPPORT,42.6,3.2
Competitive,Bronze,junkertown,Lúcio,SUPPORT,46.6,6.1
Competitive,Bronze,junkertown,Mauga,TANK,42.1,4.3
Competitive,Bronze,junkertown,Mei,DAMAGE,41.0,5.8
Competitive,Bronze,junkertown,Mercy,SUPPORT,43.4,10.5
Competitive,Bronze,junkertown,Mizuki,SUPPORT,53.3,16.4
Competitive,Bronze,junkertown,Moira,SUPPORT,52.5,26.5
Competitive,Bronze,junkertown,Orisa,TANK,46.5,15.1
Competitive,Bronze,junkertown,Pharah,DAMAGE,49.8,7.3
Competitive,Bronze,junkertown,Ramattra,TANK,48.3,9.3
Competitive,Bronze,junkertown,Reaper,DAMAGE,50.2,12.8
Competitive,Bronze,junkertown,Reinhardt,TANK,44.7,7.7
Competitive,Bronze,junkertown,Roadhog,TANK,53.3,5.9
Competitive,Bronze,junkertown,Sigma,TANK,52.9,16.7
Competitive,Bronze,junkertown,Sojourn,DAMAGE,44.3,19.0
Competitive,Bronze,junkertown,Soldier: 76,DAMAGE,51.6,20.5
Competitive,Bronze,junkertown,Sombra,DAMAGE,50.8,2.7
Competitive,Bronze,junkertown,Symmetra,DAMAGE,48.4,3.2
Competitive,Bronze,junkertown,Torbjörn,DAMAGE,47.3,4.4
Competitive,Bronze,junkertown,Tracer,DAMAGE,46.9,5.0
Competitive,Bronze,junkertown,Vendetta,DAMAGE,59.9,2.5
Competitive,Bronze,junkertown,Venture,DAMAGE,61.6,3.2
Competitive,Bronze,junkertown,Widowmaker,DAMAGE,52.8,5.7
Competitive,Bronze,junkertown,Winston,TANK,56.5,6.4
Competitive,Bronze,junkertown,Wrecking Ball,TANK,43.0,2.9
Competitive,Bronze,junkertown,Wuyang,SUPPORT,51.7,12.8
Competitive,Bronze,junkertown,Zarya,TANK,51.6,5.3
Competitive,Bronze,junkertown,Zenyatta,SUPPORT,47.1,11.1
Competitive,Bronze,dorado,Ana,SUPPORT,52.1,24.7
Competitive,Bronze,dorado,Anran,DAMAGE,55.2,10.2
Competitive,Bronze,dorado,Ashe,DAMAGE,51.5,12.3
Competitive,Bronze,dorado,Baptiste,SUPPORT,39.3,6.4
Competitive,Bronze,dorado,Bastion,DAMAGE,50.7,17.2
Competitive,Bronze,dorado,Brigitte,SUPPORT,52.8,2.5
Competitive,Bronze,dorado,Cassidy,DAMAGE,47.2,13.6
Competitive,Bronze,dorado,D.Va,TANK,45.4,12.0
Competitive,Bronze,dorado,Domina,TANK,50.5,8.2
Competitive,Bronze,dorado,Doomfist,TANK,55.1,3.9
Competitive,Bronze,dorado,Echo,DAMAGE,52.7,5.3
Competitive,Bronze,dorado,Emre,DAMAGE,49.0,18.7
Competitive,Bronze,dorado,Freja,DAMAGE,55.4,4.7
Competitive,Bronze,dorado,Genji,DAMAGE,53.6,8.8
Competitive,Bronze,dorado,Hanzo,DAMAGE,43.4,5.2
Competitive,Bronze,dorado,Hazard,TANK,60.5,2.3
Competitive,Bronze,dorado,Illari,SUPPORT,51.1,13.2
Competitive,Bronze,dorado,Jetpack Cat,SUPPORT,45.9,3.2
Competitive,Bronze,dorado,Junker Queen,TANK,53.1,1.4
Competitive,Bronze,dorado,Junkrat,DAMAGE,50.0,10.0
Competitive,Bronze,dorado,Juno,SUPPORT,48.4,20.1
Competitive,Bronze,dorado,Kiriko,SUPPORT,51.6,40.8
Competitive,Bronze,dorado,Lifeweaver,SUPPORT,47.8,3.3
Competitive,Bronze,dorado,Lúcio,SUPPORT,49.0,6.9
Competitive,Bronze,dorado,Mauga,TANK,57.3,4.8
Competitive,Bronze,dorado,Mei,DAMAGE,48.2,7.3
Competitive,Bronze,dorado,Mercy,SUPPORT,42.4,11.0
Competitive,Bronze,dorado,Mizuki,SUPPORT,53.8,16.7
Competitive,Bronze,dorado,Moira,SUPPORT,46.3,26.9
Competitive,Bronze,dorado,Orisa,TANK,49.9,13.9
Competitive,Bronze,dorado,Pharah,DAMAGE,53.2,8.9
Competitive,Bronze,dorado,Ramattra,TANK,46.7,8.7
Competitive,Bronze,dorado,Reaper,DAMAGE,53.4,15.3
Competitive,Bronze,dorado,Reinhardt,TANK,51.4,8.0
Competitive,Bronze,dorado,Roadhog,TANK,47.6,5.4
Competitive,Bronze,dorado,Sigma,TANK,48.7,15.7
Competitive,Bronze,dorado,Sojourn,DAMAGE,47.7,17.8
Competitive,Bronze,dorado,Soldier: 76,DAMAGE,46.4,19.5
Competitive,Bronze,dorado,Sombra,DAMAGE,41.4,2.6
Competitive,Bronze,dorado,Symmetra,DAMAGE,50.8,3.6
Competitive,Bronze,dorado,Torbjörn,DAMAGE,51.2,5.0
Competitive,Bronze,dorado,Tracer,DAMAGE,48.7,4.7
Competitive,Bronze,dorado,Vendetta,DAMAGE,42.0,2.8
Competitive,Bronze,dorado,Venture,DAMAGE,53.8,3.2
Competitive,Bronze,dorado,Widowmaker,DAMAGE,43.8,3.3
Competitive,Bronze,dorado,Winston,TANK,54.9,8.1
Competitive,Bronze,dorado,Wrecking Ball,TANK,51.1,2.4
Competitive,Bronze,dorado,Wuyang,SUPPORT,56.8,13.2
Competitive,Bronze,dorado,Zarya,TANK,43.3,5.2
Competitive,Bronze,dorado,Zenyatta,SUPPORT,51.6,11.2
Competitive,Bronze,watchpoint-gibraltar,Ana,SUPPORT,49.2,26.9
Competitive,Bronze,watchpoint-gibraltar,Anran,DAMAGE,54.4,9.2
Competitive,Bronze,watchpoint-gibraltar,Ashe,DAMAGE,50.5,13.9
Competitive,Bronze,watchpoint-gibraltar,Baptiste,SUPPORT,49.7,6.2
Competitive,Bronze,watchpoint-gibraltar,Bastion,DAMAGE,49.9,16.3
Competitive,Bronze,watchpoint-gibraltar,Brigitte,SUPPORT,53.2,2.1
Competitive,Bronze,watchpoint-gibraltar,Cassidy,DAMAGE,50.0,12.6
Competitive,Bronze,watchpoint-gibraltar,D.Va,TANK,54.6,14.0
Competitive,Bronze,watchpoint-gibraltar,Domina,TANK,50.4,7.7
Competitive,Bronze,watchpoint-gibraltar,Doomfist,TANK,55.1,3.3
Competitive,Bronze,watchpoint-gibraltar,Echo,DAMAGE,53.0,5.2
Competitive,Bronze,watchpoint-gibraltar,Emre,DAMAGE,56.5,17.7
Competitive,Bronze,watchpoint-gibraltar,Freja,DAMAGE,58.0,5.6
Competitive,Bronze,watchpoint-gibraltar,Genji,DAMAGE,52.6,9.0
Competitive,Bronze,watchpoint-gibraltar,Hanzo,DAMAGE,51.0,5.7
Competitive,Bronze,watchpoint-gibraltar,Hazard,TANK,52.1,2.2
Competitive,Bronze,watchpoint-gibraltar,Illari,SUPPORT,50.9,12.4
Competitive,Bronze,watchpoint-gibraltar,Jetpack Cat,SUPPORT,54.3,3.6
Competitive,Bronze,watchpoint-gibraltar,Junker Queen,TANK,50.9,1.8
Competitive,Bronze,watchpoint-gibraltar,Junkrat,DAMAGE,45.8,9.6
Competitive,Bronze,watchpoint-gibraltar,Juno,SUPPORT,51.9,21.5
Competitive,Bronze,watchpoint-gibraltar,Kiriko,SUPPORT,50.2,39.7
Competitive,Bronze,watchpoint-gibraltar,Lifeweaver,SUPPORT,47.8,4.2
Competitive,Bronze,watchpoint-gibraltar,Lúcio,SUPPORT,40.0,6.5
Competitive,Bronze,watchpoint-gibraltar,Mauga,TANK,54.5,4.4
Competitive,Bronze,watchpoint-gibraltar,Mei,DAMAGE,50.0,6.3
Competitive,Bronze,watchpoint-gibraltar,Mercy,SUPPORT,48.9,11.9
Competitive,Bronze,watchpoint-gibraltar,Mizuki,SUPPORT,53.1,15.8
Competitive,Bronze,watchpoint-gibraltar,Moira,SUPPORT,49.2,24.4
Competitive,Bronze,watchpoint-gibraltar,Orisa,TANK,48.5,13.2
Competitive,Bronze,watchpoint-gibraltar,Pharah,DAMAGE,47.6,7.7
Competitive,Bronze,watchpoint-gibraltar,Ramattra,TANK,47.3,8.4
Competitive,Bronze,watchpoint-gibraltar,Reaper,DAMAGE,51.4,14.6
Competitive,Bronze,watchpoint-gibraltar,Reinhardt,TANK,47.1,7.0
Competitive,Bronze,watchpoint-gibraltar,Roadhog,TANK,37.4,5.1
Competitive,Bronze,watchpoint-gibraltar,Sigma,TANK,51.6,15.1
Competitive,Bronze,watchpoint-gibraltar,Sojourn,DAMAGE,42.6,18.1
Competitive,Bronze,watchpoint-gibraltar,Soldier: 76,DAMAGE,48.2,21.6
Competitive,Bronze,watchpoint-gibraltar,Sombra,DAMAGE,49.2,2.8
Competitive,Bronze,watchpoint-gibraltar,Symmetra,DAMAGE,49.2,2.7
Competitive,Bronze,watchpoint-gibraltar,Torbjörn,DAMAGE,46.3,4.9
Competitive,Bronze,watchpoint-gibraltar,Tracer,DAMAGE,48.3,4.9
Competitive,Bronze,watchpoint-gibraltar,Vendetta,DAMAGE,52.9,2.9
Competitive,Bronze,watchpoint-gibraltar,Venture,DAMAGE,50.1,3.1
Competitive,Bronze,watchpoint-gibraltar,Widowmaker,DAMAGE,44.6,5.5
Competitive,Bronze,watchpoint-gibraltar,Winston,TANK,51.0,9.5
Competitive,Bronze,watchpoint-gibraltar,Wrecking Ball,TANK,52.8,2.6
Competitive,Bronze,watchpoint-gibraltar,Wuyang,SUPPORT,49.2,14.3
Competitive,Bronze,watchpoint-gibraltar,Zarya,TANK,47.1,5.7
Competitive,Bronze,watchpoint-gibraltar,Zenyatta,SUPPORT,51.2,10.5
Competitive,Bronze,circuit-royal,Ana,SUPPORT,50.9,29.3
Competitive,Bronze,circuit-royal,Anran,DAMAGE,45.9,8.4
Competitive,Bronze,circuit-royal,Ashe,DAMAGE,52.7,17.9
Competitive,Bronze,circuit-royal,Baptiste,SUPPORT,44.9,6.7
Competitive,Bronze,circuit-royal,Bastion,DAMAGE,51.1,18.2
Competitive,Bronze,circuit-royal,Brigitte,SUPPORT,49.1,1.4
Competitive,Bronze,circuit-royal,Cassidy,DAMAGE,49.2,11.7
Competitive,Bronze,circuit-royal,D.Va,TANK,48.1,9.1
Competitive,Bronze,circuit-royal,Domina,TANK,52.3,9.1
Competitive,Bronze,circuit-royal,Doomfist,TANK,50.5,3.3
Competitive,Bronze,circuit-royal,Echo,DAMAGE,46.9,4.4
Competitive,Bronze,circuit-royal,Emre,DAMAGE,52.8,19.6
Competitive,Bronze,circuit-royal,Freja,DAMAGE,48.7,5.3
Competitive,Bronze,circuit-royal,Genji,DAMAGE,56.5,6.8
Competitive,Bronze,circuit-royal,Hanzo,DAMAGE,54.0,6.4
Competitive,Bronze,circuit-royal,Hazard,TANK,54.5,1.7
Competitive,Bronze,circuit-royal,Illari,SUPPORT,52.7,15.0
Competitive,Bronze,circuit-royal,Jetpack Cat,SUPPORT,45.6,2.4
Competitive,Bronze,circuit-royal,Junker Queen,TANK,42.0,1.9
Competitive,Bronze,circuit-royal,Junkrat,DAMAGE,47.3,9.6
Competitive,Bronze,circuit-royal,Juno,SUPPORT,52.0,21.4
Competitive,Bronze,circuit-royal,Kiriko,SUPPORT,46.7,38.9
Competitive,Bronze,circuit-royal,Lifeweaver,SUPPORT,46.8,3.4
Competitive,Bronze,circuit-royal,Lúcio,SUPPORT,43.7,5.6
Competitive,Bronze,circuit-royal,Mauga,TANK,39.3,4.4
Competitive,Bronze,circuit-royal,Mei,DAMAGE,52.9,5.7
Competitive,Bronze,circuit-royal,Mercy,SUPPORT,48.7,10.5
Competitive,Bronze,circuit-royal,Mizuki,SUPPORT,54.6,17.5
Competitive,Bronze,circuit-royal,Moira,SUPPORT,47.5,23.8
Competitive,Bronze,circuit-royal,Orisa,TANK,45.9,14.2
Competitive,Bronze,circuit-royal,Pharah,DAMAGE,51.8,6.8
Competitive,Bronze,circuit-royal,Ramattra,TANK,51.6,10.7
Competitive,Bronze,circuit-royal,Reaper,DAMAGE,53.4,11.2
Competitive,Bronze,circuit-royal,Reinhardt,TANK,50.3,8.2
Competitive,Bronze,circuit-royal,Roadhog,TANK,46.7,4.3
Competitive,Bronze,circuit-royal,Sigma,TANK,57.1,19.9
Competitive,Bronze,circuit-royal,Sojourn,DAMAGE,46.6,21.5
Competitive,Bronze,circuit-royal,Soldier: 76,DAMAGE,45.8,20.1
Competitive,Bronze,circuit-royal,Sombra,DAMAGE,53.1,3.0
Competitive,Bronze,circuit-royal,Symmetra,DAMAGE,49.8,3.7
Competitive,Bronze,circuit-royal,Torbjörn,DAMAGE,45.8,5.0
Competitive,Bronze,circuit-royal,Tracer,DAMAGE,48.2,3.7
Competitive,Bronze,circuit-royal,Vendetta,DAMAGE,52.9,2.0
Competitive,Bronze,circuit-royal,Venture,DAMAGE,49.3,2.4
Competitive,Bronze,circuit-royal,Widowmaker,DAMAGE,47.9,6.7
Competitive,Bronze,circuit-royal,Winston,TANK,45.8,5.4
Competitive,Bronze,circuit-royal,Wrecking Ball,TANK,52.9,2.1
Competitive,Bronze,circuit-royal,Wuyang,SUPPORT,53.7,13.0
Competitive,Bronze,circuit-royal,Zarya,TANK,48.8,5.7
Competitive,Bronze,circuit-royal,Zenyatta,SUPPORT,51.7,11.1
Competitive,Bronze,rialto,Ana,SUPPORT,48.2,28.7
Competitive,Bronze,rialto,Anran,DAMAGE,53.4,9.7
Competitive,Bronze,rialto,Ashe,DAMAGE,48.9,15.1
